m/z,dGLO1_000002
201.1583965460633,239518.28125
201.1848452415577,679804.5625
201.292577578521,227449.875
201.3002989803002,542880.9375
201.6725251614089,240586.796875
202.1800360386939,4091465.0
202.1802018499561,3708816.25
202.1804941024317,324904.15625
202.1822461207386,1071202.25
202.3042419874979,237660.078125
203.0526179312037,320510.71875
203.1067320523415,321448.125
203.183368115864,261608.265625
203.1835623401158,610202.9375
203.258927955788,240311.328125
204.0890186651051,608261.1875
204.1226798499126,289408.1875
204.1229352988352,3002332.0
204.1230711269213,2503070.25
204.13414249552,594868.75
204.134269848329,479353.65625
204.3904049604582,437740.875
204.4366855634787,541838.4375
204.7711558003565,288005.5625
204.9929751880645,258926.375
204.9932188096841,253897.203125
205.0817454823123,390630.65625
205.0819332256199,338376.0625
205.0857590572734,276013.625
205.0860325033642,340415.46875
205.0970005520145,346332.28125
205.0971929980608,682630.375
205.1262385710646,258787.71875
205.1264388655512,299582.0625
205.6566312278466,223791.734375
205.9034782529727,771904.3125
205.9036517983382,515882.28125
206.0658112337646,266881.125
206.065962244022,254719.171875
206.9030773948007,235655.65625
207.0078904618739,430478.15625
207.0080611116149,277732.96875
207.4376088040771,209330.390625
207.901853866125,357814.90625
207.9389309605518,214611.734375
207.9663685467393,1029370.8125
207.9665199521348,918564.6875
207.9667090089167,242622.015625
208.1695179716126,280560.5625
208.1696809100948,244480.5625
208.3685844459247,261970.796875
208.368717137001,755886.0625
208.3690082537742,9674903.0
208.3693025881336,431226.28125
208.7022220591305,1746118.75
208.7034830407696,1630066.125
208.8120684876012,232301.28125
209.0331437259192,380637.375
209.0333298709905,358533.3125
209.0346612225795,1189245.375
209.0366740641429,242407.78125
209.0782620381908,250343.421875
209.0784482636268,320125.78125
209.1534641707523,1054951.875
209.1536602532874,1411817.0
209.1548797004437,244737.265625
209.1897894673604,258929.28125
209.1899977761215,404997.96875
209.9723253470636,222418.59375
210.1099145599308,460439.40625
210.1101222521625,603539.4375
210.801689535683,223676.09375
211.0939594341722,491219.9375
211.0940914922224,528912.25
211.1691346080092,238005.0625
211.1693245767403,217290.984375
212.1643677326933,224945.859375
212.277665330112,210961.515625
212.5624905464555,236204.4375
212.9851322949373,214873.71875
213.0523221314124,351763.46875
213.098084594321,2475982.0
213.0982696383883,2340921.0
213.1096159769726,392968.09375
213.1098212298957,454608.875
213.123351970926,328634.6875
213.1769449944926,220968.515625
213.1848146310314,288940.28125
214.0021271462845,298633.3125
214.0023069776409,373658.46875
214.1015971129816,237594.34375
214.1298801285525,233293.71875
214.1800159852563,248719.578125
214.180259841174,224415.09375
214.5355783728353,247937.390625
214.7811969886889,231929.59375
214.9265060691102,234834.5625
214.9625929616627,249452.6875
214.9628805416483,458422.8125
214.9975763788233,434255.75
215.005625536869,221523.15625
215.0063756008008,1526092.625
215.0065399990742,2166578.25
215.0329951274671,217309.75
215.1390248014882,292499.09375
215.2005869212806,738261.625
215.8240681263627,498462.71875
216.0630398021303,3956108.75
216.0631954441276,3844182.5
216.1592693267775,329623.03125
216.1593852968084,329613.40625
216.4622807776152,214278.59375
216.5986100345214,214867.734375
216.6718115241626,217861.625
216.9630569849805,246921.75
216.963208694959,227926.34375
217.0046604951534,253505.28125
217.028225481407,216806.5625
217.0383477666148,221947.03125
217.066496556141,311269.34375
217.0682734436608,293356.0
217.1045043789815,640562.25
217.1046877160767,772878.625
217.3419887769187,211273.671875
217.8598804910759,223070.78125
218.1385285027116,242116.8125
218.1387788117956,401979.96875
218.5938862485358,230944.140625
218.5966644636677,238366.296875
218.8725315906164,214344.90625
219.0176310859193,816075.9375
219.0264052483849,335335.75
219.0266051742022,593125.6875
219.0540197925513,220971.0
219.1339522687336,382135.5
219.2107210560698,1250341.625
220.2139261592387,257641.609375
220.214100413998,241172.296875
220.3834626114991,217962.40625
220.8565689708366,216888.875
220.8597916947618,238007.90625
220.9967562542471,1200986.0
220.9969317501121,1541890.375
221.0330943665585,225819.3125
221.0333169757876,353904.78125
221.1172517879309,720123.125
221.3768287340258,1467491.875
221.4287595158579,219029.75
221.7113022105124,237385.171875
221.9455774367715,452629.1875
221.9457836397095,480052.9375
221.9819864048085,501766.6875
221.9821835483795,679438.0625
222.0053631365254,217284.078125
222.2250087068174,238884.46875
223.0636398451191,287958.75
223.0739559838077,228696.234375
223.0747486507516,9333632.0
223.0753698843633,244103.328125
223.0939218462333,327163.59375
223.094141250908,208747.765625
223.0963823376521,343546.71875
223.1195499400542,211201.109375
223.1303286454934,234055.765625
223.1328830811392,318211.59375
223.1669207535648,233897.4375
223.2054903902551,256116.453125
223.2056767939405,421302.125
224.0781364494543,712306.0
224.1279993697235,310164.875
224.550257362383,209606.515625
224.6205641437646,218173.890625
225.0522166682389,399193.125
225.0524474466385,515255.5
225.0703389037994,346874.15625
225.070556583509,501108.71875
225.1097279581153,422692.96875
225.148448201037,226410.78125
225.1849961572638,253526.828125
225.2650131566509,217880.828125
225.9178860553669,209846.625
226.0838673510403,934255.5
226.0840462856332,1091957.25
226.1795430797769,255065.640625
226.1800301187487,3293651.0
226.1802129957913,3590259.75
226.4696739047688,213949.578125
226.7057715413415,288335.9375
226.9627009759844,915027.625
226.9629194691703,671932.5
227.0678963542548,486309.34375
227.0680940399345,443863.9375
227.1137887205404,355919.75
227.1278070461422,290536.5
227.1640102673071,624521.5
227.1642224575687,642506.8125
227.1752645447066,387745.84375
227.1754777119014,321689.28125
227.1833756950679,509747.625
227.1835649780913,606790.9375
227.2001542790436,229548.765625
227.200605566352,1125009.0
227.236824349253,270920.96875
227.2370405012688,332866.53125
227.8085537672404,214125.765625
228.1956704313802,3268047.75
228.1958556179112,3765745.5
