m/z,BY0_000001
271.1901645092377,249027.046875
271.1904478471397,468906.09375
271.2267731273204,527614.125
271.2624662002771,335755.53125
271.2631803756291,2633196.5
272.1605480266426,316600.6875
272.1714940117957,576650.0
272.1717842062599,1070755.75
272.2219820657851,589265.8125
272.2584373269597,1337800.75
272.2665393644442,566487.75
272.9683153531583,2183019.5
272.968788045777,272893.4375
272.9934835089593,351695.46875
273.0645644873296,422646.53125
273.1096087497748,353677.09375
273.1671030502926,253203.453125
273.1673013865094,274560.46875
274.6253686975442,530509.5625
274.9029722544891,247454.375
275.0050683611948,266191.09375
275.0091272230037,758279.3125
275.0186791536227,464308.625
275.0436887841597,387237.03125
275.0439311898822,371967.09375
275.1714060898148,317397.0625
275.2577760548787,282212.1875
275.2581339147101,599707.0
275.887619225238,278041.125
275.9675505328371,662181.875
276.0389144537331,352051.0625
276.0391430920481,381981.46875
276.1191015135657,491434.09375
276.1553742451751,1496279.0
276.1666481679063,530907.25
276.9753438674247,842691.3125
276.9771193412719,303564.34375
276.9866663670188,308889.78125
277.0230856771238,295865.34375
277.034378674126,587049.4375
277.0835650139344,265719.53125
277.0956998891094,250376.078125
277.1048113433392,991186.125
277.1378573917867,416304.40625
277.1394556991717,29939276.0
277.1405767303937,571670.3125
277.1587655910977,355634.78125
277.179886131816,958379.3125
277.2138183526881,4417353.5
278.1232263601014,287515.78125
278.1234541660247,306942.65625
278.1281206877164,255979.984375
278.1363551808623,267625.65625
278.1366116658577,246077.46875
278.1427574170831,3353829.75
278.1433671351207,272257.40625
278.2170824655661,937699.125
278.5725212745554,1926382.375
278.9627627944693,456380.3125
278.9741049367851,283938.96875
279.0023615988858,372064.875
279.0103141421627,277793.34375
279.0135389768231,259243.90625
279.0386134737926,502346.3125
279.0387764410361,497942.71875
279.0474457075236,308272.21875
279.0740799212122,349313.6875
279.0933415075555,281475.375
279.1436355584781,404708.9375
279.1459440926719,236837.96875
279.1591667612702,2165304.25
279.1632878249473,281248.375
279.1955525246057,332529.34375
279.2294442997222,1149200.125
279.231741977861,319965.15625
279.231974491709,288149.0
279.9581334752341,347651.59375
280.0920950838636,6849239.5
280.0961238542909,396067.90625
280.1624361186747,361574.8125
280.9134009859016,294259.96875
280.9136056144779,300198.09375
280.9400724485657,322355.34375
280.9403516734976,563679.1875
280.9953741996222,523968.71875
281.0511929736772,260604.25
281.0542530092723,726240.625
281.0784144875335,258461.796875
281.0786566720523,330292.125
281.0800878374213,396441.84375
281.0802195404901,390267.96875
281.0953640211812,655021.25
281.1130540388849,299166.78125
281.1133087246573,278828.34375
281.1151544784374,253816.5625
281.1513191626577,281212.53125
281.1722779741991,276883.75
281.1747578335221,358728.65625
281.2110103600984,240707.28125
281.2475015257211,595470.0
281.5940273304158,296246.375
281.9107056062097,373709.25
281.9109661554535,329717.21875
282.0130118843708,260029.390625
282.0503826746796,752488.0
282.1466497137753,2258488.25
282.1471340856642,255552.609375
282.2038451058316,702206.375
282.2790453744848,457999.21875
282.9978390358175,248150.171875
283.0364587778117,279136.9375
283.0942812409851,538940.875
283.1151952183282,357856.09375
283.130652585757,392239.15625
283.1497275604497,379604.5625
283.1500342124751,378705.59375
283.1540667855286,315919.3125
283.1751299548528,618082.8125
283.190325006088,254435.796875
283.2266066287805,252357.78125
283.226836928369,257669.03125
283.2624866201719,299501.15625
283.2631628332626,2206056.5
283.9700726089613,346099.40625
283.9841603212509,272579.375
283.9843477884378,269503.0
283.98876192798,281019.59375
283.9990591327432,260534.171875
283.9993609045387,251215.828125
284.0990015645531,1524480.75
284.1717714112697,314634.46875
284.2665488985673,542521.1875
284.3312404727054,1224684.5
284.4904044060692,256392.40625
284.8752352137168,314041.84375
284.8754479096443,303913.875
285.0000310418091,732836.625
285.0031588642047,313372.6875
285.1098821977236,427206.34375
285.1193536625298,847022.3125
285.1309060727199,277184.84375
285.137376102412,528736.25
285.16969375245,312682.25
285.1825939409833,272066.4375
285.2424307357572,596253.0
285.2777560747602,301559.28125
285.2788519595858,6277500.0
285.2797142022579,311080.96875
285.2799983515525,306143.46875
285.3346265800486,259802.9375
285.8832077021721,257740.34375
286.0267022408544,347578.1875
286.1131095142334,268620.40625
286.2377465692365,284451.75
286.2821497714535,1328509.75
286.8736752934357,242188.453125
286.984018597679,257215.25
287.0186864205025,962749.75
287.0800862383842,260724.0625
287.0802900273785,252151.984375
287.0891852790901,843440.9375
287.0895073931039,301297.46875
287.1488978747398,368177.90625
287.2216786177523,524394.125
287.2327785432968,336801.09375
287.2579574973741,349050.34375
287.2582226750936,292748.40625
287.9325868674985,301184.4375
288.2030888523775,318607.0625
288.2533372628,2238015.25
288.2895278003723,729453.9375
288.2897810314668,654234.0
288.9405356121841,334743.15625
288.9843374209449,300211.78125
288.9980151088684,562547.125
288.9996742469381,534363.75
289.0246657232346,262678.96875
289.0516369526197,438406.71875
289.066720133866,352001.53125
289.083736644202,587135.25
289.1445637501645,265592.875
289.1619324697782,544612.5
289.2567449487678,441390.65625
289.273812513171,258347.5625
289.6265319603031,383285.53125
289.9831754842976,499326.46875
290.0193078557586,303311.78125
290.0196685160865,278696.9375
290.0805620843,511611.34375
290.1347220855553,1521919.625
290.1458752305239,784059.75
290.1536165130667,251231.421875
290.6207701228193,466252.625
290.6210470209288,454515.5
290.8606104642495,243656.375
290.9604964962733,281490.0625
291.0386379373681,250176.5
291.0403880520147,724760.375
291.1299434064656,393101.90625
291.137905276305,313456.15625
291.1491639449491,243683.921875
291.1930765195278,250789.046875
291.1953043788677,803498.4375
291.195564311099,931450.0625
291.2529240908949,330857.03125
291.5843180576504,236188.875
291.9512948612403,630180.0625
292.1027859761529,258292.078125
292.1979019233931,482830.9375
292.2252424872907,247436.53125
293.1359809020234,344662.125
293.172424095361,284203.84375
293.174565332202,304701.03125
293.174906022584,276412.53125
293.1788685964464,658989.1875
293.1877851773312,1788426.75
293.1957819831595,473655.34375
293.2087728464057,398895.1875
293.2180726452925,319332.3125
293.2183768096365,468511.78125
294.165899107405,345237.96875
294.1911829491626,423388.15625
294.2063840384711,285144.1875
294.5851013194529,248674.3125
294.9552139352126,320603.78125
294.9636668113904,351834.5625
295.0942318330906,472324.0625
295.095851219728,441281.28125
295.1306529720258,354633.8125
295.1499261949639,236110.234375
295.1881654723572,268602.53125
295.1900497745811,258089.125
295.1904484266133,359180.875
295.2034455568612,251534.75
295.2267706288202,237978.015625
296.064947588974,359484.21875
296.0660150802196,10635270.0
296.0669437632777,301948.59375
296.2196248855205,515203.5
296.2461261750942,251928.78125
296.944877906139,292630.25
296.9968389087882,314005.46875
296.9999905263005,438027.59375
297.0398865711201,251400.375
297.0693953448973,1008389.75
297.0748255521547,246915.96875
297.0825282215584,505140.6875
297.1099288993379,413663.5625
297.1462082396613,379731.375
297.2400292571905,673160.8125
297.2424643420175,480475.0
297.3150115089131,306285.3125
297.3152759321412,430551.40625
297.6153938482699,4190001.25
298.0585449795745,292995.875
298.064151281349,885359.125
298.0947946728381,290575.0
298.0952061468469,457468.875
298.0968800348238,30486624.0
298.0983967548635,484559.90625
298.1170537561879,1087558.875
298.1778959665247,1916458.25
298.2739804965044,261405.765625
298.6185355197302,239479.109375
298.6188171318433,263998.0625
298.9856018498793,380790.875
299.0089380914524,299109.21875
299.0891027147915,984678.3125
299.093970742644,589685.125
299.1002018175525,3632986.75
299.1256366742628,275968.34375
299.1617178909053,1192936.625
299.1675763054751,751690.6875
299.1812343974686,339717.8125
299.2580702043911,837075.0625
299.2944828584788,732014.8125
299.4477946677154,246616.984375
299.9115919435466,272210.65625
299.9212976416817,299485.46875
300.0154432639264,294875.53125
300.0156416574479,312895.25
300.0921060493698,287568.40625
300.0926873566755,1202205.0
300.1133489979121,250771.0
300.1651640769564,276606.09375
300.2017185339729,262537.25
300.2897300870189,987892.9375
300.2979219100197,262196.53125
300.9753241905798,315742.5625
301.0168140705325,285063.0
301.0959525092662,430520.90625
301.1047652174037,568149.375
301.1321470134043,319699.8125
301.1410508647621,2509167.5
301.1505515742847,254387.0625
301.2008652695906,304750.125
301.2162137296411,302057.53125
302.074025220224,486113.0
302.1443889890248,467288.6875
302.1962092380065,867334.5625
302.3102675756604,272385.71875
302.7696333162652,260215.59375
302.9909756241389,428952.84375
303.0055717545254,340150.8125
303.0136700802735,338228.46875
303.0751129213119,326434.53125
303.1204870514101,284986.5625
303.1356752027771,709531.6875
303.1451481446801,327171.84375
303.1662348211123,260191.453125
303.177653065596,424031.75
303.2294869092179,309913.28125
303.2528677871616,414876.15625
304.0338626102622,456890.71875
304.1390023834914,289209.59375
304.1503483794997,1122333.5
304.1616052596321,927384.1875
304.2999343745517,445456.125
304.469146115387,254748.453125
304.5800211997133,242665.96875
304.8035324092401,273379.0
305.0156019508356,407407.28125
305.0292908496834,2363150.75
305.1455637486513,411756.0
305.1537190898581,248980.109375
305.1569280519793,907230.1875
305.3130007371668,260632.34375
305.4146784907521,254136.40625
305.6016057791245,573526.8125
305.8980491875136,553790.5625
305.8982840350753,600111.6875
306.0036915871431,553584.8125
306.0324920816084,273842.75
306.0754236219627,951770.4375
306.1296036013139,795353.125
307.0032628720863,313689.4375
307.0717747963125,510324.96875
307.0815538563138,441625.84375
307.083270801457,19123250.0
307.0848785991323,560851.875
307.0853886264657,630959.0625
307.0857423279235,302643.96875
307.0942733298652,255517.546875
307.122413799847,290014.0625
307.1904405765954,390103.84375
307.2604970802613,292777.625
307.2608966506003,246628.28125
307.581552116363,314981.6875
307.5818596489474,296673.5
307.583014434911,324267.5625
307.5849376371539,3635338.25
307.5856420871835,468672.3125
308.0018968247753,238020.109375
308.0811999530289,1745162.875
308.0816596755177,353988.78125
308.0848724971833,307212.28125
308.0854922146804,631632.0625
308.0861655559497,461915.625
308.0863413635552,401931.4375
308.0868265935852,838575.375
308.0873338012464,872044.6875
308.0877144278508,877989.8125
308.087992206751,1052973.0
308.088401843637,1464152.375
308.0886620427412,1546211.875
308.0891006901968,2638346.0
308.0893547370908,3264800.75
308.0895753802349,4041726.25
308.0898109676846,6070114.5
308.0910952772499,391137824.0
308.0921905969458,7025508.5
308.0924138813708,4928195.5
308.0926406824177,3568329.5
308.0928771536331,2743117.75
308.0931109879793,2383893.0
308.0933316365032,1754259.5
308.09356195522,1348182.5
308.093797548767,1417420.375
308.094230936346,1033695.4375
308.0946863022963,845983.25
308.0951135387534,660297.625
308.095382540095,459426.84375
308.0955891264127,419305.78125
308.0957957130051,389766.90625
308.096052408222,466237.25
308.0964269026968,414892.5625
308.0967838161172,353394.84375
308.0971345766623,353992.53125
308.0974844589078,301408.0625
308.0984022442485,267288.71875
308.5827859099802,373227.4375
308.9482372030959,919364.0
309.0492975848016,1530358.875
309.073495245682,274577.1875
309.0881418284916,3290140.0
309.0892548662848,266421.0625
309.0897998861249,329742.125
309.0905227481975,2600836.75
309.0912164158357,270976.8125
309.0918269167178,287041.90625
309.0924860834198,409260.0625
309.0927435573511,426809.5
309.0931284418646,750391.0
309.0944706788019,34195104.0
309.0955244801088,1109839.5
309.0958164666294,563491.0
309.0964800744101,367515.8125
309.0968180730682,341968.34375
309.0971401457762,710862.125
309.0974029363654,701112.5625
