m/z,dGLO1_000001
259.400155004117,229640.65625
259.5220504826121,215684.40625
259.6977047923373,248502.53125
259.7750184419488,208744.75
259.9486236277851,270331.0
259.948881459129,332585.53125
259.9604437180004,232060.640625
260.0052843438892,212436.875
260.0260473229806,219166.09375
260.0530251767931,1413998.0
260.0699114933723,423755.75
260.1144107998834,829457.0625
260.1320683924466,344512.9375
260.132290239897,232111.046875
260.1967824182157,402846.75
260.378636944885,2445018.75
260.7118520484549,637083.625
260.7131091336958,461967.0625
260.9894456245237,236096.328125
261.0024538847232,250278.0625
261.0030305175395,2768897.25
261.0034816051637,324489.375
261.036904910988,493522.59375
261.0442985544779,512063.03125
261.0462789305827,252882.15625
261.0523123839847,462150.90625
261.0566710333491,207653.515625
261.088791685676,697210.375
261.1307511941986,763509.5
261.1309128604205,767496.125
261.1444966956069,485695.375
261.1554897172812,240845.34375
261.1557872143827,357256.84375
261.1849509046793,297360.84375
261.1928981871665,217844.109375
261.2084681504671,212814.46875
261.8460468557964,231242.140625
261.908133966476,247535.25
262.0061400216268,272689.65625
262.0064388241835,293833.875
262.1033490984503,429144.0
262.1184856757004,260664.640625
262.1343150990455,224447.96875
262.139587543587,424277.40625
262.1398058279981,544750.125
262.150829345354,217111.40625
263.0813954964104,268536.53125
263.0815262560385,280645.3125
263.0872208357291,261043.484375
263.1238094542769,238174.96875
263.1389198451573,231146.234375
263.1979686409445,421149.6875
263.1982162780952,345414.90625
263.2368116681639,446915.875
263.2370202324618,435443.25
263.3170363992309,211783.375
263.3221452608177,226376.15625
263.7103517463773,206646.140625
263.869148151235,218372.703125
264.5642820466476,213875.40625
265.0216547864562,233940.625
265.0224698250004,269913.5625
265.0231242011575,2531390.75
265.0850437123871,239116.109375
265.0853254999546,460916.15625
265.1046153806405,240544.265625
265.1089515808725,251876.8125
265.1100203569076,304564.53125
265.1102650961158,421265.96875
265.1106491292956,642560.6875
265.1117804063814,32097782.0
265.1129865484543,491983.09375
265.1135131406363,248198.46875
265.119920288244,373284.1875
265.120106460123,361074.34375
265.1312010835941,505945.8125
265.1798368640085,265337.25
265.213670723067,748216.125
265.2138902486259,639928.25
265.2162366543077,364201.875
265.2525356664723,1063324.75
265.9594383197765,599748.9375
266.0262279697754,254379.671875
266.0265215930146,254090.234375
266.0761643792205,325473.3125
266.0764509004897,436199.0
266.1088121045198,702497.625
266.1110864913518,314653.8125
266.1143466447789,277743.125
266.1151126710946,4284314.5
266.1156412842911,371588.59375
266.1515604198924,1148843.875
266.1517204903336,1311977.25
266.1726940073996,1364316.625
266.2557433450879,227565.953125
266.6372740084553,216643.6875
266.6391050943263,332510.59375
266.9435238910957,587158.375
266.9589290053739,214367.40625
267.0387608788679,295323.78125
267.0627708108739,244973.015625
267.0742175513388,220671.34375
267.099300896593,272226.6875
267.1076115204168,1591730.25
267.1081302082337,227376.625
267.1088458025025,354518.8125
267.1185896310234,246228.203125
267.1202171958781,360123.6875
267.1357279655245,208763.734375
267.1550464180502,317376.6875
267.1566056842298,238862.5
267.1590117092982,267726.875
267.1722489272069,223877.765625
267.1759641774053,310460.3125
267.1955846596859,222458.046875
267.2317370776061,304605.625
267.2320002998515,269219.96875
267.4365715439526,209354.421875
267.4498879524153,241836.890625
267.859165832759,224501.46875
267.9575303626098,255644.359375
267.95774514458,280286.125
268.1029107449347,252827.171875
268.1040657062216,7217465.5
268.1108572130146,239734.53125
268.1307424226414,268026.125
268.2272263500491,258178.046875
268.9341280601192,215631.859375
268.9414419687778,245352.875
268.9556797443992,245022.5
268.963227301255,226810.671875
269.0783991634152,291271.03125
269.1072754483879,975570.125
269.1150380965624,294200.71875
269.1608182559081,666135.5625
269.1749249356712,251429.65625
269.187819106284,236893.796875
269.2112042239116,368387.1875
269.2473717737325,1361492.125
269.2475678157375,1471560.0
269.2839647370378,255142.546875
269.5127319942844,219315.359375
269.9510317816232,220286.859375
270.1085525380448,212969.96875
270.1197861496887,242999.34375
270.1559008545398,250543.484375
270.1561881186215,297309.65625
270.214349708573,212082.171875
270.2426729137317,248474.125
270.2506703013809,318057.53125
270.279178372729,589476.0625
270.7699458947479,254296.296875
270.7853605440068,220735.515625
270.9476232747402,224268.71875
270.9478979474521,409793.125
271.063575123748,231454.265625
271.0942661771886,242727.390625
271.1035290294261,475611.78125
271.1037277837252,431400.9375
271.1151382665442,358989.0625
271.1537584716796,272636.125
271.1901794934394,435243.09375
271.1904689612851,534887.9375
271.2268003786791,836082.0
271.2621643124002,264402.59375
271.2631756053613,3742535.5
272.0564432943372,220955.8125
272.160526761172,279746.5
272.1717032536038,543182.0625
272.1856038046832,298188.375
272.221978634322,754434.3125
272.2584332081008,1615792.0
272.2663382149893,617119.8125
272.2665819285307,656287.125
272.267004137531,243939.640625
272.2947869945196,236060.671875
272.8951367534004,214713.140625
272.9681614696355,953386.125
272.9933682475658,227427.84375
273.1095078965776,350299.46875
273.1097621020422,379286.59375
273.167092684295,240655.71875
273.167356671916,247672.25
273.184713941011,217639.875
273.1849862565747,266898.1875
273.242472888819,221456.71875
273.2617040985232,463091.1875
273.326901933683,224687.546875
274.1034479746847,248830.390625
274.201252819387,284323.65625
274.2739966935449,255483.296875
274.6610439123103,210236.703125
275.0185551710982,224789.625
275.1068646395394,225705.1875
275.1100117876565,297375.0
275.1712609322268,230542.4375
275.2579809470597,644520.625
275.2876254642774,223404.53125
275.8882613905308,259874.46875
275.9617586618094,205996.28125
275.967565344314,493391.75
275.9692573897246,220625.046875
